r,mdot,zc
20.000000000000004,1.7082344570575825,10.328281259410286
21.662214548720822,1.7792562420954283,10.328281259410286
23.462576957740602,1.8575774538524417,10.618229410993841
25.41256879622253,1.9405740861196588,10.618229410993841
27.52462587489502,2.0318505326871468,10.916317341936148
29.81221755376242,2.127748124147952,10.916317341936148
32.28993264113713,2.2292029001307454,11.222773562085077
34.97357243180279,2.338247305580056,11.537832996296608
37.880251477647015,2.448781116176765,11.537832996296608
41.028506733414424,2.5633011513696076,11.861737164524786
44.438415773643,2.683251593099687,12.194734366967383
48.13172483469571,2.804921758948969,12.194734366967383
52.13198749845863,2.927996694759484,12.537079874409203
56.46471490214215,3.0522732930929197,12.889036123908928
61.15753843212785,3.1757555638943757,13.250872919979532
66.24038593941962,3.3019074094597354,13.622867641416468
71.7456726004889,3.4262853858214,13.622867641416468
77.70850764070356,3.5461402420054604,14.005305453932204
84.16691823869164,3.6663725441309913,14.398479528760081
91.16209203955907,3.78603631719581,14.802691267395094
98.73863982355815,3.898283176693063,15.21825053264387
106.94488000533931,4.010275515249315,15.21825053264387
115.83314677814317,4.112972255873084,15.645475886160966
125.46012386808036,4.223186598851713,15.645475886160966
135.88720602697234,4.331077199995456,16.084694832653568
147.18089056912532,4.423619924202464,16.536244070941812
159.41320144900968,4.530544804523885,16.536244070941812
172.662148584345,4.640553923085146,17.000469752067172
187.01222535385972,4.722345261783387,17.000469752067172
202.55494744245183,4.842761246170657,17.000469752067172
219.38943647016305,4.926916740702189,17.47772774464681
237.6230521269814,5.048190279261519,17.47772774464681
257.3720768448271,5.1796127275185935,17.47772774464681
278.76245737312536,5.280322144679426,17.47772774464681
301.9306079872641,5.4254313892331485,17.47772774464681
327.02428045229215,5.59709122901213,17.47772774464681
354.20350628993003,5.718365164453696,17.000469752067172
383.6416173580824,5.915266806723176,17.000469752067172
415.52635125145196,6.068214612976681,16.536244070941812
450.061048572804,6.311849579513528,16.536244070941812
487.4659497103171,6.593473892753793,16.084694832653568
527.9795993910421,6.79119468887713,15.645475886160966
571.8603679678212,7.1397874383566835,15.21825053264387
619.3880991414688,7.53931647416194,14.802691267395094
670.865894626343,7.805469684111688,14.398479528760081
726.6220471407695,8.294606475175135,14.005305453932204
787.0121340497042,8.603317451280297,13.622867641416468
852.421285011566,9.190245701518668,12.889036123908928
923.2666380908421,9.844927909162493,12.537079874409203
1000.0,10.245048626017626,12.194734366967383
