r,mdot,zc
6.448800477531715,9.102766805644885,0.40779487840674844
6.8175455080349625,3.82862149898157,2.235617962404779
7.207375529149191,2.170632021883385,3.2362358208556046
7.61949618920126,1.5561616966909382,4.040412470021796
8.055182075979044,1.2737186817228898,4.6847102073393865
8.515780658717798,1.1310234898283784,5.431749824945831
9.00271645549093,1.0592357302396511,6.069215106410441
9.517495438893858,1.0287625081782314,6.535232520376655
10.061709693646659,1.0254560442102343,7.302201539992747
10.63704234052034,1.0412107634568237,7.862892340741142
11.245272741815183,1.0719022076802078,8.466635113189044
11.888282004490517,1.1148416637651133,9.116735551427995
12.568058797965593,1.1682665408997537,9.460271806598621
13.286705504584788,1.2309001125476002,10.186667448445629
14.04644472176879,1.3026984529592576,10.570520810009832
14.84962613596154,1.3821963220569262,11.382165592043313
15.698733789632168,1.4697066055752155,11.811067639400605
16.59639376380708,1.5646842075933058,12.256131546707982
17.545382299892374,1.6666365003121442,12.717966324154728
18.548634385905313,1.7750449671731652,13.19720393061375
19.609252833670066,1.8894266255114673,13.694500138392414
20.730517875051085,2.0086372499926948,13.694500138392414
21.91589730690314,2.1317768967404644,13.694500138392414
23.16905721611361,2.2567390936692373,13.694500138392414
24.493873317907056,2.3811334558550845,13.694500138392414
25.894442942478754,2.50235271449977,13.19720393061375
27.375097707028637,2.616087986885007,12.717966324154728
28.940416912387487,2.718476685226342,11.811067639400605
30.595241705667423,2.8054515013194092,11.382165592043313
32.344690052738734,2.8752086295642156,10.570520810009832
34.19417256683884,2.9278318938754992,9.816753173311739
36.14940924226756,2.9639523627200046,9.460271806598621
38.21644714492204,2.984778480406944,9.116735551427995
40.4016791143834,2.9912770616157065,9.116735551427995
42.71186353539653,2.98420890703235,8.785674324568328
45.15414523989091,2.9645767151772358,8.785674324568328
47.73607760418767,2.932978502796896,8.785674324568328
50.46564590973386,2.8894485253681412,8.466635113189044
53.3512920396128,2.834704800824246,8.466635113189044
56.40194058721133,2.769437276704917,8.466635113189044
59.62702645779077,2.6938826964879214,8.466635113189044
63.03652404832744,2.6086834511526464,8.466635113189044
66.64097809586777,2.5145247310435006,8.466635113189044
70.45153628980532,2.4119797231057234,8.466635113189044
74.47998374894092,2.301914924117946,8.466635113189044
78.73877946995482,2.1851326768779926,8.466635113189044
83.24109486001791,2.062631663806832,8.785674324568328
88.00085447271248,1.9354552204181994,8.785674324568328
93.03277907325037,1.8049129640224055,8.785674324568328
98.35243116617696,1.671828156673301,8.466635113189044
103.9762631263684,1.5378265261479613,8.466635113189044
109.92166808217829,1.404227876544408,8.466635113189044
116.20703370810389,1.272348092162206,8.466635113189044
122.85179909333841,1.1435227962787593,8.466635113189044
129.87651486209043,1.0190291980421722,8.159181354973313
137.30290673160712,0.8996576257445404,8.159181354973313
145.15394270447217,0.7868599653840802,8.159181354973313
153.45390410298543,0.6813065586829479,7.862892340741142
162.22846066531773,0.5838023166103404,7.862892340741142
171.50474993569455,0.4946507382520848,7.57736263876536
181.31146119414166,0.41433698114650847,7.302201539992747
191.6789241853694,0.34282879792769433,7.037032523411161
202.63920292120906,0.28008028419286535,6.781492740831093
214.22619484671128,0.22579249188733533,6.535232520376655
226.47573567660243,0.17952034889643834,6.2979148880065665
239.42571022633112,0.14060238290633226,5.848820230649375
253.11616958048094,0.10846627270174519,5.431749824945831
267.5894549609186,0.08233161365807481,5.234503590161747
282.8903286777745,0.061439444871016734,4.6847102073393865
299.06611256825175,0.04502775235923389,4.350650703075626
316.1668343514254,0.03238584566583377,4.040412470021796
334.2453823516659,0.022833427728050495,3.6160375504848123
353.357669069212,0.015761342379003614,3.2362358208556046
373.5628041037754,0.010638083025728912,2.8963256442911587
394.9232769659857,0.007010425590631096,2.4979880787725586
417.5051503420717,0.004502061202827445,2.154434690031884
441.3782644094921,0.002812444232840985,1.7906555296923772
466.6164528354183,0.0017039995598311086,1.48830096398533
493.2977711260987,0.0010000620178404098,1.2369993684827765
521.5047380333303,0.0005689757784298885,0.990795295371942
551.3245907646544,0.0003125326569318682,0.7935940327400759
582.8495547865705,0.0001635989237589017,0.6125599439924746
616.1771290552108,8.018217296649928e-5,0.4231613793450883
651.4103875566169,3.8487204814290554e-5,0.3147690098106772
688.658298089218,1.774325462465314e-5,0.217444985870983
728.0360592744141,7.787292736296436e-6,0.14475799869555953
