r,mdot,zc
6.1,14.136671079874846,0.09636864286572608
6.448800477531715,10.031964968325124,0.5332214733067245
6.8175455080349625,3.709492379419618,2.235617962404779
7.207375529149191,2.098596661298453,3.090009675919159
7.61949618920126,1.522719153557396,3.717758065661061
8.055182075979044,1.2697264465193887,4.473036166359719
8.515780658717798,1.1529704940478132,4.906401135721314
9.00271645549093,1.1077706985216589,5.381752172193698
9.517495438893858,1.1057368645167625,5.903157047645996
10.061709693646659,1.1336041622700817,6.4750776353509085
10.63704234052034,1.1848967485326787,7.102408092046377
11.245272741815183,1.2564005676216468,7.4385098729433645
11.888282004490517,1.3450329793372355,8.159181354973313
12.568058797965593,1.4511421021480342,8.545292002028221
13.286705504584788,1.5740526199186833,9.373192798917735
14.04644472176879,1.7129021785658698,9.816753173311739
14.84962613596154,1.8685424505687163,10.281303813237805
15.698733789632168,2.0409578752220545,10.767838024844423
16.59639376380708,2.230197573602038,11.277396119740908
17.545382299892374,2.434795465212941,11.277396119740908
18.548634385905313,2.6553429229137837,11.811067639400605
19.609252833670066,2.8896658527242587,11.811067639400605
20.730517875051085,3.135766421564717,11.811067639400605
21.91589730690314,3.3895612014528456,11.811067639400605
23.16905721611361,3.6463372773341636,11.811067639400605
24.493873317907056,3.898364893501871,11.277396119740908
25.894442942478754,4.137703136807139,10.767838024844423
27.375097707028637,4.354324151219233,9.816753173311739
28.940416912387487,4.542264454265657,8.94967426547247
30.595241705667423,4.700549628853789,8.545292002028221
32.344690052738734,4.83225636397084,8.159181354973313
34.19417256683884,4.941536822589807,7.7905167392224
36.14940924226756,5.032373957785354,7.7905167392224
38.21644714492204,5.106989392671067,7.4385098729433645
40.4016791143834,5.1687590492465665,7.4385098729433645
42.71186353539653,5.220305018263367,7.4385098729433645
45.15414523989091,5.263680453288985,7.4385098729433645
47.73607760418767,5.300402678478054,7.7905167392224
50.46564590973386,5.330399453818366,7.7905167392224
53.3512920396128,5.356212897436815,7.7905167392224
56.40194058721133,5.376361240701164,8.159181354973313
59.62702645779077,5.394561679529509,8.159181354973313
63.03652404832744,5.407702812292232,8.545292002028221
66.64097809586777,5.419332290232416,8.94967426547247
70.45153628980532,5.42629634765919,8.94967426547247
74.47998374894092,5.430098344491774,9.373192798917735
78.73877946995482,5.431568532960059,9.373192798917735
83.24109486001791,5.42777537421367,9.816753173311739
88.00085447271248,5.422854019620224,10.281303813237805
93.03277907325037,5.411268951325334,10.281303813237805
98.35243116617696,5.394868147191098,10.767838024844423
103.9762631263684,5.373148325987331,11.277396119740908
109.92166808217829,5.346248970573636,11.277396119740908
116.20703370810389,5.313258714299059,11.811067639400605
122.85179909333841,5.273401605049548,12.369993684827765
129.87651486209043,5.22638577067757,12.369993684827765
137.30290673160712,5.172112554959972,12.95536935646947
145.15394270447217,5.10895883052109,13.568446309589618
153.45390410298543,5.035599423242386,13.568446309589618
162.22846066531773,4.958127381895573,14.210535430568902
171.50474993569455,4.866118039672585,14.210535430568902
181.31146119414166,4.765426264387815,14.883009639853295
191.6789241853694,4.655181934263768,14.883009639853295
202.63920292120906,4.533136734282415,15.587306827544253
214.22619484671128,4.4013186447368104,15.587306827544253
226.47573567660243,4.258693932432515,16.324932927907625
239.42571022633112,4.106435311811478,16.324932927907625
253.11616958048094,3.9454654514844796,16.324932927907625
267.5894549609186,3.772018149822091,17.09746513937518
282.8903286777745,3.592921322654549,17.09746513937518
299.06611256825175,3.405721160472991,17.09746513937518
316.1668343514254,3.2109400300257356,17.906555296923774
334.2453823516659,3.010626348357491,17.906555296923774
353.357669069212,2.806286294743987,17.906555296923774
373.5628041037754,2.5996869290854376,17.906555296923774
394.9232769659857,2.3937489582560287,17.906555296923774
417.5051503420717,2.1870399642773424,17.906555296923774
441.3782644094921,1.983397854199534,17.906555296923774
466.6164528354183,1.7849215252605906,17.906555296923774
493.2977711260987,1.5939924532806988,17.906555296923774
521.5047380333303,1.4099199074403261,17.09746513937518
551.3245907646544,1.2354639599233284,17.09746513937518
582.8495547865705,1.0720261644557916,16.324932927907625
616.1771290552108,0.9206931944012128,16.324932927907625
651.4103875566169,0.7818371461683031,15.587306827544253
688.658298089218,0.657155519644252,14.883009639853295
728.0360592744141,0.5458916554364001,14.883009639853295
769.6654568375652,0.44628127747371354,14.210535430568902
813.6752402612722,0.3597298526675061,12.95536935646947
860.2015209758399,0.2867282698291423,12.369993684827765
909.388193318443,0.2248862073256114,11.811067639400605
961.3873795628979,0.17365049017597436,10.767838024844423
1016.3599003964226,0.13181866299552597,10.281303813237805
1074.4757722984493,0.09825064205865913,9.373192798917735
1200.8667991681455,0.051588904551008945,7.4385098729433645
1269.5328504799209,0.03622333022350507,6.781492740831093
1342.1252544946096,0.02488073574225922,5.903157047645996
1418.8685216544607,0.01667489439494516,5.138582972943202
1500.0000000000005,0.01088405916134063,4.473036166359719
